train_loss,eval_loss,test_loss,train_accuracy,eval_accuracy,test_accuracy,train_segacc,eval_segacc,test_segacc,train_segpre,eval_segpre,test_segpre,train_segrec,eval_segrec,test_segrec,train_segf1s,eval_segf1s,test_segf1s
10.185037,9.192021,9.190588,0.1,0.8,0.8,0.5912326388888889,0.6469618055555556,0.6959201388888889,0.9061011567248809,0.6991035280508965,0.7741039545033725,0.4819059107358263,0.708840345990324,0.7652981171548117,0.6291834002677376,0.7039382689087865,0.769675849825761
9.666176,8.86582,8.862998,0.1,0.8,0.8,0.7212239583333333,0.6809027777777777,0.7396701388888889,0.9303770891072478,0.686691202659385,0.7544051658093466,0.6644673704414588,0.8479695059375458,0.9012813807531381,0.7752545575422513,0.7588559433219627,0.8213285671730711
9.16584,8.545396,8.539891,0.4,0.8,0.8,0.7645833333333333,0.6605902777777778,0.7157118055555556,0.9315255264353886,0.6603856749311294,0.7254821078684129,0.7312403377333809,0.8786101744612227,0.9198483263598326,0.8193204530313124,0.7540261701056868,0.8111847794753532
8.732106,8.217065,8.209208,0.4,0.8,0.8,0.8003472222222222,0.6152777777777778,0.6806423611111111,0.914196675900277,0.6143828401800249,0.6847249371683887,0.7970655717908465,0.9406245418560328,0.9618200836820083,0.8516224759692923,0.7432808155699722,0.7999565004621826
8.261112,7.8804955,7.87171,0.5,0.8,0.8,0.8021701388888889,0.5942708333333333,0.6653645833333334,0.9080069277911005,0.5962003763778116,0.6692547969656404,0.8109828653022371,0.9753701803254655,0.9805177824267782,0.8567567567567568,0.7400444938820911,0.7955232588977882
7.8745756,7.546049,7.537745,0.6,0.8,0.8,0.8088541666666667,0.5900173611111111,0.6600694444444445,0.8838307517944843,0.5929964539007092,0.6648992576882291,0.8458062183658713,0.9806479988271515,0.983786610878661,0.8644005172732311,0.7390751892160653,0.7935034802784222
7.4893827,7.2228966,7.2142897,0.8,0.8,0.8,0.8068142361111111,0.5875,0.65859375,0.8669815268727208,0.5916054192862835,0.6640756116950799,0.8669296987087518,0.9794751502712212,0.9830020920502092,0.866955612016141,0.7376614773103677,0.7926617112130317
7.0548973,6.907399,6.8985634,0.9,0.8,0.8,0.8049045138888888,0.5886284722222223,0.6600694444444445,0.8503569783509903,0.5914280695591076,0.6640295358649789,0.8862286228622862,0.9872452719542589,0.9877092050209205,0.8679223106984397,0.7397154940407535,0.7941547518923465
6.646299,6.604007,6.595127,1.0,0.8,0.8,0.7740885416666666,0.5913194444444444,0.6611111111111111,0.806772802300197,0.5920216009058444,0.6633792983068598,0.9057867049258728,0.9964814543322094,0.9938546025104602,0.853417443465037,0.7427603540596656,0.7956662828430859
6.340583,6.3208847,6.3101044,1.0,0.8,0.8,0.7657552083333333,0.5921875,0.6636284722222222,0.7902449021416129,0.5922001216016677,0.6638582471988187,0.9221019907933281,0.9995601817915262,0.9993462343096234,0.8510967029935164,0.7437547725537252,0.7977662961223317
5.9955626,6.0437927,6.030857,1.0,0.8,0.8,0.7613715277777777,0.5919270833333333,0.6636284722222222,0.7869801452292693,0.5920458492532129,0.6638013371537727,0.9224450925540146,0.9995601817915262,0.9996077405857741,0.8493450978242999,0.7436330915635054,0.7978085050873989
5.6964774,5.7751594,5.760465,1.0,0.8,0.8,0.763671875,0.5920138888888888,0.6638888888888889,0.783127755486204,0.5920812711643657,0.6638888888888889,0.9367741170893576,0.9997067878610174,1.0,0.853087985322289,0.7437016032282692,0.7979966611018364
5.4202275,5.5107393,5.4945984,1.0,0.8,0.8,0.7567274305555556,0.5919270833333333,0.6638888888888889,0.7732753508598538,0.592029866296232,0.6638888888888889,0.938973897389739,0.9997067878610174,1.0,0.8481070973686351,0.7436610502208408,0.7979966611018364
5.183641,5.261921,5.2446747,1.0,0.8,0.8,0.7484809027777778,0.5919270833333333,0.6638888888888889,0.7632087317685695,0.592029866296232,0.6638888888888889,0.9465708295896975,0.9997067878610174,1.0,0.8450576187802464,0.7436610502208408,0.7979966611018364
4.94267,5.0279365,5.009921,1.0,0.8,0.8,0.7582899305555556,0.5921006944444445,0.6638888888888889,0.773337180781994,0.5921006944444445,0.6638888888888889,0.949456778460085,1.0,1.0,0.8523947096397997,0.743798048088981,0.7979966611018364
4.730214,4.8092527,4.79077,1.0,0.8,0.8,0.7495225694444444,0.5921006944444445,0.6638888888888889,0.7669383228046487,0.5921006944444445,0.6638888888888889,0.9443059019118869,1.0,1.0,0.846430187072567,0.743798048088981,0.7979966611018364
4.531148,4.603964,4.5850677,1.0,0.8,0.8,0.7472222222222222,0.5921006944444445,0.6638888888888889,0.7616840478949402,0.5921006944444445,0.6638888888888889,0.9467114738358138,1.0,1.0,0.8441780821917808,0.743798048088981,0.7979966611018364
4.33973,4.4115224,4.3920894,1.0,0.8,0.8,0.749609375,0.5921006944444445,0.6638888888888889,0.7664166465037503,0.5921006944444445,0.6638888888888889,0.9438617401668653,1.0,1.0,0.8459340365869942,0.743798048088981,0.7979966611018364
4.161439,4.2323017,4.2127113,1.0,0.8,0.8,0.7579861111111111,0.5921006944444445,0.6638888888888889,0.7657402970771442,0.5921006944444445,0.6638888888888889,0.9587832973362131,1.0,1.0,0.8514571900474187,0.743798048088981,0.7979966611018364
3.979826,4.0644403,4.044893,1.0,0.8,0.8,0.7467881944444444,0.5921006944444445,0.6638888888888889,0.7694102776022169,0.5921006944444445,0.6638888888888889,0.9355086599278832,1.0,1.0,0.8443685642639919,0.743798048088981,0.7979966611018364
3.8228526,3.9081736,3.8888779,1.0,0.8,0.8,0.7432291666666667,0.5921006944444445,0.6638888888888889,0.7648516053820372,0.5921006944444445,0.6638888888888889,0.9360917900243743,1.0,1.0,0.841852010265184,0.743798048088981,0.7979966611018364
3.6618345,3.7620275,3.743144,1.0,0.8,0.8,0.7538628472222222,0.5921006944444445,0.6638888888888889,0.77256038647343,0.5921006944444445,0.6638888888888889,0.9432025951046888,1.0,1.0,0.8493958305669898,0.743798048088981,0.7979966611018364
3.5181544,3.6257854,3.607425,1.0,0.8,0.8,0.7409722222222223,0.5921006944444445,0.6638888888888889,0.7576167254116171,0.5921006944444445,0.6638888888888889,0.9430254222008534,1.0,1.0,0.8402141900937081,0.743798048088981,0.7979966611018364
3.3861887,3.4990096,3.4812675,1.0,0.8,0.8,0.7532552083333334,0.5921006944444445,0.6638888888888889,0.7686017988552739,0.5921006944444445,0.6638888888888889,0.9481428740951703,1.0,1.0,0.8489839288086067,0.743798048088981,0.7979966611018364
3.2546923,3.379965,3.3629596,1.0,0.8,0.8,0.7608506944444444,0.5921006944444445,0.6638888888888889,0.7737528262856593,0.5921006944444445,0.6638888888888889,0.9522230773784855,1.0,1.0,0.8537608153299008,0.743798048088981,0.7979966611018364
3.1287272,3.268413,3.2519023,1.0,0.8,0.8,0.7667100694444444,0.5921006944444445,0.6638888888888889,0.7818845101521624,0.5921006944444445,0.6638888888888889,0.9514602803738318,1.0,1.0,0.8583774668669143,0.743798048088981,0.7979966611018364
